device_id,event_count
1.0212717343186455e+18,63
1.0214284768656411e+18,82
1.0215760655844814e+18,1
1.0216138322194533e+18,290
1.021642161927895e+18,98
1.022014755491531e+18,389
1.0226012192483873e+18,40
1.0227974619969253e+18,11
1.0229469581271836e+18,81
1.0229552285056356e+18,4
1.0232381026994377e+18,2
1.0233695738825815e+18,505
1.0234780992626424e+18,5
1.0234931907648024e+18,3
1.0236166466142426e+18,134
1.0238283209085537e+18,42
1.0241096714256941e+18,5
1.0245608145580947e+18,11
1.0245963830707576e+18,5
1.0246764824951409e+18,61
1.0247269683253178e+18,5
1.0247819049533076e+18,15
1.0248959100457101e+18,103
1.0249901067759484e+18,3
1.0250897025922063e+18,51
1.0251738340513379e+18,33
1.0252847959634408e+18,1
1.0253015952560431e+18,171
1.0253505523534115e+18,154
1.0253788814165056e+18,7
1.025387246484518e+17,36
1.0254669347382077e+18,1
1.0255906365246147e+18,81
1.0261168683925556e+18,49
1.0261521026221752e+18,1
1.0261859824970281e+18,16
1.0261876793313522e+18,32
1.0263587668279649e+18,9
1.0265388518497784e+18,25
1.0265419055464219e+18,14
1.0266262884726747e+18,7
1.0268093488710642e+18,7
1.0268825225508084e+18,2
1.0271599264848998e+18,24
1.0272367921192908e+18,107
1.0274124229458432e+18,80
1.0274916319485123e+18,9
1.0275131375240284e+18,43
1.0275384836025293e+18,12
1.0277558600513667e+18,202
1.027830028108491e+18,1
1.0278911214093804e+18,79
1.027971472129299e+18,149
1.0281958851011571e+18,180
1.028398315911758e+17,6
1.0284538397701814e+18,1
1.0284648444872497e+18,74
1.0284853646695654e+18,60
1.0286774834984037e+18,19
1.0288193866192593e+18,988
1.0288635189788948e+18,112
1.0288672773369105e+18,32
1.028920935980129e+18,85
1.0289404345869343e+18,22
1.0290320583769504e+18,141
1.0290692859482941e+18,29
1.029510702167495e+18,4
1.029598875124277e+18,1
1.0296251449548938e+18,1
1.0297701112911053e+18,22
1.0298208402452133e+18,228
1.0300619357649421e+18,30
1.0302545965580023e+18,22
1.030303974072872e+18,21
1.03044241519125e+17,62
1.0304743504907305e+18,1
1.0305038024316457e+18,33
1.0306080891877807e+18,3
1.0307380589612562e+18,14
1.0307784222231155e+18,7
1.0311849312357074e+18,11
1.0312976321884012e+18,2
1.0313701758920685e+18,57
1.0313871893597862e+18,80
1.0314485081997066e+18,54
1.0315691921936808e+18,27
1.0316040952392541e+18,29
1.0316601132705463e+18,161
1.0318176091260317e+18,7
1.0318245984696604e+18,1
1.0319765484540079e+18,101
1.0323140080703768e+18,12
1.0324212293880842e+18,93
1.0324964716027397e+18,7
1.0325557051196152e+18,20
1.0326805763925907e+18,1
1.0328011076171871e+18,7
1.0328486017707346e+17,11
1.0332641468100112e+17,2
1.0334536834941244e+18,14
1.0335884957471852e+18,1
1.0336279230897642e+18,4
1.0337472298412374e+18,76
1.0338321124427366e+18,4
1.0339978383073128e+18,2
1.0340631157749893e+18,93
1.0341163047072173e+18,59
1.034241045812768e+18,1
1.034264858062764e+18,66
1.0343326777782926e+18,7
1.0344425780681772e+18,167
1.0345414105055445e+17,5
1.0348392741992302e+18,254
1.0348597777533878e+18,67
1.034977470047217e+17,4
1.0350634376048943e+18,29
1.0350813924311749e+18,23
1.0351474607312698e+17,58
1.0352787919901083e+18,4
1.0353234532692991e+18,76
1.0353999941896933e+18,8
1.0355015783125463e+18,5
1.0356909410173235e+18,8
1.0357438333994677e+17,39
1.0357972115786779e+18,65
1.0359599894996049e+18,28
1.0360271960506203e+17,214
1.0361003389290202e+18,10
1.0362105277650313e+18,2
1.0362834725791254e+18,15
1.0363728155225487e+18,35
1.0364013613279112e+18,311
1.0367867751582165e+17,3
1.0368632855540648e+18,129
1.0368887795165014e+18,142
1.0370064497976691e+18,224
1.037012685448076e+18,60
1.0370570803412792e+18,30
1.0370990041758638e+18,86
1.0374656851011046e+18,1
1.0375912761510071e+18,162
1.0377461133158549e+17,8
1.0378048065468127e+18,47
1.0378678529112858e+18,15
1.0380032372737667e+17,28
1.0380843519269359e+18,98
1.0381740320850316e+18,96
1.0383860693899382e+18,3
1.0384713795415941e+17,58
1.0385496279223822e+17,2
1.0386756841279471e+18,19
1.0387106617919231e+18,3
1.0387928560713453e+18,24
1.0387953248250746e+17,125
1.0388420781623492e+18,51
1.038848144782201e+17,16
1.0394152240818958e+17,42
1.0394293985667091e+18,4
1.0396649211579642e+18,5
1.0397014747537713e+18,76
1.0398662565754561e+18,25
1.040034355316779e+18,126
1.0401587858048745e+18,1
1.0402753665660814e+18,14
1.0404857821424109e+18,34
1.0407087449045289e+18,5
1.0408082356495899e+18,146
1.0408565576794518e+18,1
1.0412602822927121e+18,129
1.0412650586727172e+18,26
1.0413512697398213e+18,1
1.0414595510164434e+18,22
1.0414728345591749e+18,97
1.0418500614303626e+18,10
1.0418616945302515e+18,7
1.0418988852457028e+18,2
1.0420982070298678e+17,1
1.0425272328077538e+17,37
1.0425972849801399e+18,1
1.042930214672631e+18,14
1.0429412992742003e+18,366
1.0429508069793276e+18,24
1.0435460288881544e+18,6
1.0435821378595949e+18,52
1.0436263348068684e+18,32
1.0438321637371712e+18,6
1.0438427362949324e+18,70
1.0442919127925755e+18,10
1.0444314444236e+18,11
1.0444806484329605e+18,8
1.0448748210117842e+17,151
1.0451058231060229e+18,17
1.0451274846190065e+18,9
1.0456312920483144e+18,10
1.0456543366563117e+18,1
1.045655858343636e+18,9
1.0457380546775177e+18,99
1.0461200437833568e+18,1
1.0463663479468276e+18,20
1.0463824571703197e+18,301
1.0464075824085076e+18,1
1.046447956738965e+18,86
1.0464641869051148e+18,4
1.0468866469593016e+18,3
1.0470715680610862e+18,9
1.0472137330854374e+18,1
1.0472210188332892e+18,1
1.0472433026225459e+18,6
1.0473435853174634e+18,3
1.0473921167752515e+18,1
1.0476132916074491e+18,34
1.0479573118700361e+18,15
1.048590753859076e+18,2
1.0486433259612991e+18,7
1.0491855318125878e+18,109
1.0492351767581029e+17,20
1.0494283929064548e+18,23
1.0494499376571395e+18,2
1.0495771769765563e+18,19
1.0497714857246542e+18,9
1.0501377783166273e+18,67
1.0502781197550312e+18,5
1.0503020932122474e+18,515
1.0504459596787885e+18,65
1.0505957690553257e+18,57
1.0505969096689832e+18,5
1.0506087891345413e+18,30
1.0506910809818766e+18,11
1.0508557308912463e+18,71
1.0510753838318044e+18,30
1.0511069088276687e+18,133
1.0512859123192526e+17,2
1.0512925046682762e+18,2
1.0514389010555923e+18,221
1.0515255225870029e+18,146
1.0517526598232699e+18,2
1.0518842395951636e+18,16
1.0519813738869896e+18,2
1.0521765307213552e+17,11
1.0521938818382496e+18,11
1.0523903647767675e+18,2
1.0524561047298442e+18,2
1.0525784760797962e+18,3
1.0527001466557581e+18,1
1.0528720474025801e+18,340
1.0530072869779027e+18,93
1.0530579114029261e+18,3
1.0532920346794938e+18,4
1.0533342417063379e+18,31
1.053345580762828e+18,173
1.0534620256973431e+18,2
1.0534708300145363e+17,89
1.053618072438419e+17,7
1.0536487805918618e+18,34
1.0536579460379186e+18,282
1.053716841535472e+18,1
1.053736304634786e+18,2
1.0538520647715146e+18,7
1.0538742440370074e+17,6
1.0541849652878094e+18,165
1.05437958210956e+18,116
1.055118365658933e+18,8
1.0551772837086113e+18,60
1.0552040455259432e+18,16
1.0553341591207784e+18,3
1.0554172557557879e+18,13
1.0554705241484293e+18,13
1.0557659287773512e+18,215
1.0563798242699048e+18,27
1.0564075237192164e+18,3
1.0566050462730735e+18,1
1.0566892245306922e+18,252
1.0568139633527739e+17,47
1.057178501058836e+18,6
1.0572273641952305e+18,2
1.057242939406826e+18,2
1.0572828836266158e+18,36
1.0572898355663907e+18,1493
1.057593900708225e+18,21
1.057662249684856e+18,10
1.0576849002325917e+18,11
1.057784038346985e+18,4
1.0578035759242889e+18,3
1.0578234109045006e+18,5
1.0578764800353449e+18,7
1.0579581790809376e+18,213
1.0582667704443201e+18,25
1.0584141384244101e+18,13
1.0584415559297796e+18,2
1.0585068919628383e+18,2
1.0586606172426166e+18,1
1.0587206689102212e+18,15
1.0589766899766079e+18,191
1.0589952594840128e+18,10
1.0589986220785416e+18,5
1.059108490518975e+18,1303
1.0591571916922438e+18,2
1.0591735747983754e+17,43
1.0594170648527032e+18,448
1.0594643419239358e+17,1
1.0596438246866564e+18,2
1.0597717544391887e+18,40
1.0598847924474196e+18,175
1.0599330115248401e+18,59
1.0602785014076163e+17,35
1.0603041692876127e+18,11
1.0607030502559672e+18,41
1.0607635255763146e+18,1
1.060791941422595e+18,428
1.0608764738442595e+18,62
1.0610236200673787e+18,10
1.0611423923804561e+18,2
1.0614085241889021e+18,12
1.061506598212523e+18,5
1.0619178709192495e+18,2
1.0619510018168452e+18,71
1.0620147170546331e+18,12
1.0620337330706958e+18,4
1.0622574924302367e+18,17
1.062289706912191e+18,1
1.0624172123774365e+18,124
1.0625677920433728e+17,45
1.0630139633382858e+18,7
1.0630806208590478e+18,296
1.0631462053586916e+18,4
1.063231435193052e+18,513
1.0634183867992908e+18,149
1.063470260829303e+18,5
1.063722001324637e+18,6
1.0638312071344833e+18,36
1.064152471099925e+18,158
1.064233482608816e+18,30
1.0642429360294804e+18,6
1.064835513480204e+18,4
1.0649233103391315e+17,9
1.0650392628531661e+18,1
1.0652145094020794e+18,5
1.0652629431229055e+18,26
1.0653252257904172e+18,214
1.0653967184279671e+18,40
1.0655533196259414e+18,339
1.0658006143280672e+18,13
1.0659356305282973e+18,3
1.0663194783351969e+18,168
1.0663945050098396e+18,6
1.0666382007606928e+17,12
1.0667412273544174e+18,19
1.0668810953289649e+18,14
1.0669584348419604e+18,5
1.0670281956548175e+18,21
1.0671667458215716e+18,63
1.0673992368971369e+18,17
1.0674052663904178e+18,130
1.0674569151944172e+18,1
1.0674585773477938e+18,1
1.0674842647243942e+18,228
1.0675020409847232e+18,39
1.0676716456036355e+18,18
1.067727210678647e+18,119
1.0679604122210354e+18,85
1.0680022548074313e+18,16
1.06803633923033e+18,24
1.068200332496833e+18,233
1.0682345381841037e+18,5
1.0682640199918929e+18,2
1.068375264476036e+18,126
1.0684251351280993e+18,84
1.0685572448764881e+18,10
1.0689150877121677e+18,57
1.0689297407720547e+17,8
1.0689684599063346e+18,1
1.0692491946674208e+18,3
1.0696592005669631e+18,40
1.0696907875229526e+18,72
1.0697398046987313e+18,28
1.0699157540704758e+17,2
1.0700811817432864e+18,19
1.0702807983810927e+18,9
1.0706307557886228e+18,97
1.0707257351898456e+17,3
1.0707265388652411e+18,1
1.0707265848468977e+18,159
1.0707902751838081e+18,11
1.0709726571014132e+18,38
1.071054075174682e+18,30
1.0711043107190986e+18,20
1.0713209186486819e+18,77
1.0713555790584246e+18,34
1.0716349722856334e+18,85
1.0718305361259982e+18,20
1.0719820632311627e+17,193
1.0720213272892909e+18,70
1.0720479574671173e+18,5
1.0722106864626564e+18,9
1.07297896897917e+18,28
1.0734350174290074e+18,2
1.0735903056818368e+18,7
1.0738633404664581e+18,27
1.0739944506856929e+18,21
1.0741590289012333e+18,38
1.0741832505751547e+18,4
1.0741876980693777e+18,27
1.074260721091961e+18,3
1.0744788717796959e+18,4
1.0745563514525042e+18,15
1.0745821595537756e+18,59
1.0747627376654372e+18,24
1.0747994979934345e+18,6
1.0748149819204588e+18,2
1.0753787998555718e+18,2
1.0754199789680966e+18,15
1.0754505261456084e+18,1
1.075520536242598e+18,6
1.0756295509900379e+18,7
1.0757371643815412e+18,2
1.076024808402403e+18,137
1.0762492643710481e+18,302
1.076262926304522e+18,21
1.0762796449893179e+18,72
1.0763635084332077e+17,19
1.0766089176618751e+18,1
1.076656245704599e+18,9
1.076815785624033e+18,1
1.0771024503662259e+18,3
1.077171753073236e+18,114
1.077225634868186e+18,6
1.0773488202750237e+18,171
1.0773906401220585e+18,1
1.0777879097152518e+18,4
1.0779587966341055e+18,217
1.0781391176886295e+18,1
1.0781958412003794e+18,1
1.0783690989026986e+18,9
1.0784635883982065e+18,10
1.0785081853342426e+18,12
1.0787647875998249e+18,1
1.0790087775768294e+18,60
1.0792570787667149e+18,18
1.0794681398502984e+18,2
1.0794724867572466e+18,2
1.0796025392774712e+18,56
1.0797190964193787e+18,174
1.0797375605926056e+18,4
1.0798717718994842e+18,92
1.0799227340781987e+18,2
1.0799963045835287e+18,115
1.0800526413877123e+18,2
1.0804465140636068e+18,8
1.080776978584784e+18,10
1.0808179263959593e+18,47
1.0808293706038205e+18,4
1.080881352021156e+18,3
1.08118655799151e+18,40
1.0811886899268776e+18,3
1.0812891388297722e+18,15
1.0813219083570785e+18,48
1.0813832847480786e+18,1
1.0814254509048681e+18,5
1.0815719656753134e+17,21
1.0819745645089417e+18,1
1.0823216990540635e+18,4
1.0824424993660918e+18,19
1.0826059865955026e+18,234
1.082611060543213e+18,1
1.0828523692039891e+18,12
1.0828766425332407e+18,56
1.0831274800815704e+18,1
1.083397870764754e+18,51
1.0834069931679098e+18,5
1.0834480901276014e+18,1
1.0835095272977473e+18,12
1.0837429582132891e+18,32
1.083780570562214e+18,76
1.0838334785323484e+18,15
1.0839710180350621e+18,6
1.08403667363921e+18,10
1.0840880088373687e+18,1
1.0841743638861385e+18,786
1.0842502311452952e+18,40
1.0844315096828292e+18,26
1.0848144569466737e+18,1
1.0851196404762963e+18,135
1.0853403736269265e+18,11
1.0853569251581549e+18,3
1.08560280684166e+18,1
1.0856753785372255e+18,80
1.0857518487770281e+18,2
1.085819007811443e+18,10
1.0860589137692626e+18,57
1.0860663179733844e+18,1
1.0860799671974427e+18,166
1.0861347475760627e+18,19
1.0863749417294848e+18,1
1.0865044377725284e+18,12
1.0869500661795712e+18,1
1.0870815331189683e+18,2
1.0871291198263186e+18,34
1.0872097008350625e+18,1
1.08721624099827e+18,144
1.0872452478431108e+18,32
1.0872597432600205e+18,289
1.0877285939526781e+18,41
1.0877746803348483e+18,12
1.0878041297320397e+18,35
1.0878237568229387e+17,9
1.0880363738859338e+18,22
1.0881956860610195e+18,28
1.0882156579662317e+18,6
1.0882266714683496e+18,19
1.088587997006091e+18,14
1.088854183473287e+18,1
1.0888971528830604e+18,4
1.0892924669808176e+17,34
1.0895494554461994e+18,2
1.0896467957150131e+18,14
1.089750097069205e+18,38
1.0897669147018898e+17,79
1.089770813215766e+18,11
1.0899165207737692e+18,4
1.0899796645723149e+18,1
1.0900188231651843e+18,1
1.0900757542420676e+18,26
1.0901039502294771e+18,35
1.0902557513043009e+18,12
1.0903472819640494e+18,6
1.0903701574361057e+18,2
1.0903926518378e+18,1
1.0904725614263156e+18,51
1.0908218851959139e+18,141
1.0908591076467516e+18,18
1.0913080293646613e+17,2
1.0915337246041929e+18,2
1.0915589558529523e+18,57
1.0916837702202496e+16,25
1.09174389401684e+18,10
1.0918203204901825e+18,8
1.0919177436761372e+18,1
1.0921209505243262e+16,18
1.0922236808344728e+18,42
1.0927541960176133e+18,82
1.0928735603546685e+18,30
1.0929253052025124e+18,124
1.0932648323397859e+18,121
1.093740390993966e+18,2
1.0938479829025198e+18,1
1.0938837518713341e+18,42
1.0943074693952137e+18,9
1.0943763707182382e+18,104
1.0944346579799078e+18,14
1.094763817833205e+18,1
1.0948239624697788e+18,4
1.0948688660140915e+18,1
1.0949667855131726e+18,14
1.0949861544821736e+18,53
1.0949929507639471e+18,5
1.0951902794594047e+18,2
1.095381531224564e+18,146
1.0956620256182787e+18,5
1.0958748894444398e+18,20
1.0958802649397989e+18,42
1.0961458208839607e+18,3
1.0961820160230853e+18,4
1.0961837207381509e+18,46
1.0964917352380223e+18,10
1.0965027113039744e+18,11
1.096587226551012e+18,26
1.0968294362870236e+18,20
1.0968803347448303e+18,17
1.0968862891132192e+18,3
1.0971220823310192e+17,68
1.0971557575554982e+18,5
1.0972329892438747e+18,70
1.0972576943144739e+18,75
1.0973095605105727e+18,4
1.0973183140377372e+18,70
1.0973526666041668e+18,130
1.0973879267300031e+18,8
1.097417289135767e+17,146
1.0974267317101893e+18,19
1.097628845035391e+18,13
1.098139231380932e+18,11
1.0982042658585056e+18,7
1.09842366579158e+18,1
1.098880658564432e+18,3
1.0989963304144192e+18,49
1.0990409223967163e+18,78
1.0990527386317857e+18,15
1.099066403918019e+18,2
1.0992653707289226e+17,203
1.0997693558789439e+18,288
1.0997744108874172e+18,4
1.0999661893450445e+18,136
1.1000988858570157e+18,113
1.1001529789570748e+18,6
1.1001580596810893e+18,382
1.100520651357055e+18,20
1.1006303080715108e+18,3
1.1006689559087914e+18,5
1.1007896820115496e+18,63
1.1010908425459727e+18,1
1.1011130026077745e+18,36
1.1013488133574642e+18,22
1.1013798098508618e+18,2
1.1014543001411392e+18,19
1.1015169024059197e+18,1
1.1017359679033834e+18,1
1.1017535855835828e+18,4
1.1018242301122614e+18,19
1.1020560329310458e+18,2
1.1021686998996627e+18,34
1.1023808866618817e+18,31
1.1025265438786998e+18,3
1.1025433058791244e+18,3
1.102650377631749e+18,2
1.1027113658991872e+17,86
1.1032511286067942e+17,66
1.1032862237335301e+17,90
1.1034566653613508e+18,12
1.1037727895934865e+18,6
1.1040183860421365e+17,17
1.1041934366492152e+18,94
1.104305144801351e+18,10
1.1046013484181619e+18,32
1.1047285636124012e+18,3
1.1048899777465827e+18,2
1.1050227720219265e+18,10
1.1050651728753256e+18,149
1.105170393566792e+18,167
1.1053145604645402e+18,14
1.105333722006786e+18,7
1.1053397261744663e+18,19
1.105678123990058e+18,9
1.1056877874959031e+18,47
1.1057421805413304e+18,11
1.1058089983661563e+17,100
1.1058349014768616e+18,106
1.1058525442784684e+18,11
1.1058916403395753e+18,1
1.1059038987730413e+18,5
1.1065390656883589e+18,45
1.1065904212786034e+18,64
1.1071345647501132e+18,37
1.1071531548856334e+18,38
1.107159848362892e+18,2
1.1072740025605917e+18,24
1.1074010573061042e+18,51
1.1077363935384644e+18,5
1.1078335964775875e+18,2
1.1079394342820041e+18,4
1.1080141671313158e+18,19
1.1083036043588308e+16,196
1.1085906395425647e+18,54
1.1086846453387112e+18,38
1.1088797995508705e+18,120
1.1091591791971295e+18,9
1.1095292782582849e+18,102
1.1096128850292992e+18,218
1.1098735108434032e+16,1
1.1099919782901283e+18,17
1.1101052251813618e+18,1
1.1101789866440323e+18,53
1.110257476678482e+18,27
1.1102789041547364e+18,1
1.1103650228796773e+18,12
1.1108604723921295e+18,22
1.1109687449529002e+18,181
1.1111193545915236e+18,9
1.1112014812277408e+18,22
1.1112323068229507e+18,7
1.1112577664875003e+18,201
1.111269972420111e+17,91
1.1112754409290132e+18,16
1.1113166855235436e+18,50
1.1114849237557934e+18,5
1.1118325661354811e+18,6
1.1118794288871557e+18,17
1.1120947413438806e+18,2
1.1122641694551242e+18,238
1.1123992393906221e+18,163
1.1124429283635762e+18,49
1.1125625179330971e+18,16
1.1127032989786725e+18,13
1.1127078565570464e+18,41
1.1127695373721536e+16,323
1.1127718621347027e+18,14
1.1127820293138387e+18,6
1.112922732775668e+18,31
1.1130199198221059e+18,1
1.1133076251858568e+18,1
1.1133327990314396e+18,387
1.1133386779232123e+17,8
1.1133517565268111e+18,4
1.1135324704039949e+18,22
1.1141635961483616e+17,1
1.114260851570067e+17,4
1.114609444943082e+18,4
1.1146528467054186e+18,1
1.1147475816765682e+18,4
1.114891051001461e+18,1
1.1149287907662957e+18,21
1.114954161606012e+18,33
1.1151570306037431e+18,1
1.1151828225247558e+18,136
1.1152386871060646e+18,20
1.1152761366980828e+18,27
1.1154516187257669e+18,8
1.1155143806883498e+17,92
1.1156506429000383e+18,5
1.115780739429645e+18,248
1.1159988053763922e+18,22
1.1160194612917373e+18,36
1.1160278881753912e+18,1
1.1162767210148599e+18,224
1.116337870100182e+18,1
1.116552399653818e+17,1
1.1168301099440145e+18,107
1.1169267030388037e+18,5
1.1170516239941051e+18,29
1.1170798069599194e+18,37
1.1171251595742642e+18,28
1.1172444663650836e+18,4
1.1173511840477423e+18,58
1.1173546791093144e+18,1
1.1174236885477277e+18,8
1.117454837751952e+18,4
1.1174941118366882e+17,103
1.1177276527593244e+18,55
1.1179262671786907e+18,19
1.1179918941129382e+18,45
1.1180699083557521e+18,17
1.118176959402296e+18,16
1.1182440149125394e+18,62
1.1182544106551873e+18,29
1.118332556621384e+18,6
1.11846601852189e+18,1
1.1187953383526957e+18,16
1.1190895571139894e+18,1
1.1193298301282991e+18,28
1.1193659349781421e+18,10
1.1193660607013604e+18,79
1.1196150179670132e+18,7
1.1197449430489559e+18,123
1.1198843967973724e+18,47
1.1199430394597339e+18,1
1.120106078573981e+17,16
1.1202776125573059e+18,4
1.1202910720416499e+18,2
1.1205142922963805e+18,4
1.1206722341211945e+18,2
1.1207024335159191e+18,5
1.1208582757293499e+18,30
1.1211818299312187e+18,3
1.1213677602727114e+18,101
1.1213869521938836e+18,12
1.1215548462917786e+18,4
1.1215710108040282e+18,17
1.1215869814172116e+18,16
1.1219345683619311e+18,105
1.1221176204482733e+18,24
1.12215559918049e+18,2
1.1221613750276874e+18,32
1.1222038273702223e+18,1
1.1222814420048591e+18,16
1.1223030416215807e+18,147
1.1230037034450125e+18,24
1.1232730264706783e+18,77
1.1238701576691704e+18,1
1.1239339703222999e+18,40
1.1239652281627465e+18,32
1.1240327893433121e+18,1
1.1241507405620093e+18,2
1.1242669492204225e+18,23
1.1243321064847035e+18,4
1.1244360921816228e+18,1
1.1245218617186042e+18,3
1.1246126661264553e+18,5
1.1247995461427562e+18,28
1.1249145735917212e+16,2
1.1249448608901884e+18,19
1.1252051222243243e+17,4
1.1253761804985674e+18,72
1.1253827411376681e+18,4
1.1254134494034222e+18,27
1.1254634260540246e+18,5
1.1254658921843154e+18,35
1.125522083618677e+18,1
1.1255529460639283e+18,102
1.1255741972986012e+18,6
1.1259566359914537e+18,154
1.1260204128415469e+18,431
1.1262902976280392e+18,2
1.1264621907459537e+18,2
1.1264903363880676e+18,4
1.1265770069060184e+18,3
1.1265838787827496e+18,9
1.1265951326117659e+18,4
1.1266659858503941e+18,266
1.12667351133075e+18,26
1.1269229185554372e+18,3
1.1269624342755411e+18,168
1.127104264561811e+18,224
1.1272246210035926e+18,1
1.1272410501202575e+18,1
1.1277613520681734e+18,29
1.1280067978089089e+18,44
1.1286862448680069e+18,1
1.1288532742325618e+18,45
1.128907868422974e+18,94
1.129003732133209e+18,1
1.1290215674167732e+18,11
1.1292208537622885e+18,12
1.1294452317436159e+18,42
1.1295441698578303e+18,9
1.1297069894037332e+18,71
1.129794041707994e+18,1
1.1298328981497566e+17,17
1.1300091035528454e+18,10
1.1300344680458761e+18,124
1.1303129223418961e+18,1
1.1305323166033756e+18,3
1.1305432097391812e+18,4
1.1305522618069851e+18,3
1.1305884657585236e+18,499
1.1307459376172869e+18,31
1.1307472111048795e+18,42
1.1308285670976014e+18,490
1.1308360682769588e+18,57
1.1308433805444177e+18,4
1.130872665069072e+18,1
1.1308960674045062e+18,26
1.1311046741201829e+17,7
1.131107294003645e+18,71
1.1311275327442771e+18,9
1.131132926846468e+18,33
1.1312951625983955e+17,1
1.1314709490140136e+18,17
1.1318224334212028e+18,1
1.1319267532204593e+18,3
1.1319306581400895e+18,91
1.1322678128273317e+18,9
1.1326874656103228e+18,1
1.1328388989017709e+18,319
1.1328455630954854e+18,140
1.132943729926025e+18,6
1.1332732862446435e+18,1
1.133294170223243e+17,1
1.1333599126281344e+18,6
1.1336382976829e+18,11
1.1336860961030991e+18,9
1.1339133878097687e+18,290
1.1339612327798048e+18,24
1.1342587985455127e+18,2
1.1343906862857165e+18,200
1.1344556580103827e+18,37
